EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-08-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 156852) of UNITED KINGDOM, DURHAM (STAID: 461)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   461,156852,18811013,  131,    0
   461,156852,18811014,   54,    0
   461,156852,18811015,    0,    0
   461,156852,18811016,    0,    0
   461,156852,18811017,    0,    0
   461,156852,18811018,    0,    0
   461,156852,18811019,   39,    0
   461,156852,18811020,   74,    0
   461,156852,18811021,   56,    0
   461,156852,18811022,  141,    0
   461,156852,18811023,   64,    0
   461,156852,18811024,   34,    0
   461,156852,18811025,   12,    0
   461,156852,18811026,   22,    0
   461,156852,18811027,    0,    0
   461,156852,18811028,   56,    0
   461,156852,18811029,   11,    0
   461,156852,18811030,    0,    0
   461,156852,18811031,    0,    0
   461,156852,18811101,    3,    0
   461,156852,18811102,    0,    0
   461,156852,18811103,   54,    0
   461,156852,18811104,   22,    0
   461,156852,18811105,    0,    0
   461,156852,18811106,    0,    0
   461,156852,18811107,    0,    0
   461,156852,18811108,    0,    0
   461,156852,18811109,    0,    0
   461,156852,18811110,    0,    0
   461,156852,18811111,    2,    0
   461,156852,18811112,    0,    0
   461,156852,18811113,    3,    0
   461,156852,18811114,    0,    0
   461,156852,18811115,    0,    0
   461,156852,18811116,   11,    0
   461,156852,18811117,    0,    0
   461,156852,18811118,   17,    0
   461,156852,18811119,    0,    0
   461,156852,18811120,   10,    0
   461,156852,18811121,   11,    0
   461,156852,18811122,   11,    0
   461,156852,18811123,   89,    0
